PA Certification #,Total NPC MW DC,Total NPC MW AC,Fuel Types at Facility,County,State,Zip,Year
PA-4049542-SUN-I,0.004,0.0038,SUN,Philadelphia,PA,19145,2024
PA-4049543-SUN-I,0.00972,0.0076,SUN,Schuylkill,PA,17983,2024
PA-4049544-SUN-I,0.01224,0.0114,SUN,Bucks,PA,18966,2024
PA-4049545-SUN-I,0.01539,0.0114,SUN,York,PA,17331,2024
PA-4049546-SUN-I,0.00729,0.006,SUN,Lehigh,PA,18049,2024
PA-4049547-SUN-I,0.00486,0.0038,SUN,Allegheny,PA,15239,2024
PA-4049548-SUN-I,0.009315,0.0076,SUN,Allegheny,PA,15108,2024
PA-4049549-SUN-I,0.01215,0.01,SUN,Berks,PA,19608,2024
PA-4049550-SUN-I,0.0272,0.019,SUN,Montgomery,PA,19446,2024
PA-4049551-SUN-I,0.003645,0.003,SUN,Berks,PA,19608,2024
PA-4049552-SUN-I,0.022248,0.0152,SUN,Beaver,PA,15005,2024
PA-4049553-SUN-I,0.004455,0.0038,SUN,Lebanon,PA,17073,2024
PA-4049554-SUN-I,0.039285,0.03,SUN,Dauphin,PA,17036,2024
PA-4049555-SUN-I,0.0081,0.006,SUN,Bucks,PA,18955,2024
PA-4049556-SUN-I,0.01296,0.0152,SUN,Lebanon,PA,17042,2024
PA-4049557-SUN-I,0.006075,0.005,SUN,Allegheny,PA,15220,2024
PA-4049558-SUN-I,0.0205,0.0145,SUN,Northumberland,PA,17872,2024
PA-4049559-SUN-I,0.01148,0.00812,SUN,York,PA,17362,2024
PA-4049560-SUN-I,0.0506,0.0432,SUN,Allegheny,PA,15219,2024
PA-4049561-SUN-I,0.00533,0.0076,SUN,Allegheny,PA,15120,2024
PA-4049562-SUN-I,0.01134,0.01,SUN,Northumberland,PA,17857,2024
PA-4049563-SUN-I,0.011455,0.00841,SUN,Delaware,PA,19050,2024
PA-4049564-SUN-I,0.00533,0.00377,SUN,Berks,PA,19606,2024
PA-4049565-SUN-I,0.0232,0.01885,SUN,Lycoming,PA,17737,2024
PA-4049566-SUN-I,0.00876,0.00696,SUN,Bucks,PA,18913,2024
PA-4049567-SUN-I,0.01258,0.00986,SUN,Juniata,PA,17094,2024
PA-4049568-SUN-I,0.018,0.0152,SUN,Clinton,PA,17745,2024
PA-4049569-SUN-I,0.00888,0.006,SUN,Berks,PA,19605,2024
PA-4049570-SUN-I,0.0041,0.0038,SUN,Philadelphia,PA,19111,2024
PA-4049571-SUN-I,0.010935,0.01,SUN,Lebanon,PA,17042,2024
PA-4049572-SUN-I,0.00729,0.00792,SUN,Allegheny,PA,15217,2024
PA-4049573-SUN-I,0.01184,0.00928,SUN,Clearfield,PA,15757,2024
PA-4049574-SUN-I,0.01073,0.00841,SUN,Adams,PA,17316,2024
PA-4049575-SUN-I,0.00243,0.003,SUN,Allegheny,PA,15133,2024
PA-4049576-SUN-I,0.00415,0.0038,SUN,Philadelphia,PA,19124,2024
PA-392233-SUN-I,0.01454,0.012992,SUN,Perry,PA,17068,2024
PA-4049410-SUN-I,0.00741,0.0076,SUN,York,PA,17365,2024
PA-4049411-SUN-I,0.01558,0.01102,SUN,Cumberland,PA,17013,2024
PA-4049412-SUN-I,0.0164,0.0116,SUN,Lancaster,PA,17022,2024
PA-4049413-SUN-I,0.004,0.0038,SUN,Chester,PA,19320,2024
PA-4049414-SUN-I,0.02132,0.01508,SUN,Northampton,PA,18013,2024
PA-4049415-SUN-I,0.00656,0.00464,SUN,Bucks,PA,18920,2024
PA-4049416-SUN-I,0.01066,0.01,SUN,Chester,PA,19350,2024
PA-4049417-SUN-I,0.013365,0.00957,SUN,Luzerne,PA,18202,2024
PA-4049418-SUN-I,0.0041,0.0038,SUN,Philadelphia,PA,19134,2024
PA-4049419-SUN-I,0.02511,0.019,SUN,York,PA,17315,2024
PA-4049420-SUN-I,0.00574,0.006,SUN,Philadelphia,PA,19148,2024
PA-4049421-SUN-I,0.00553,0.0076,SUN,Erie,PA,16428,2024
PA-4049422-SUN-I,0.004,0.0038,SUN,Philadelphia,PA,19132,2024
PA-4049423-SUN-I,0.0164,0.0136,SUN,Berks,PA,19605,2024
PA-4049424-SUN-I,0.0147,0.01015,SUN,Cumberland,PA,17025,2024
PA-4049425-SUN-I,0.0041,0.0038,SUN,Philadelphia,PA,19131,2024
PA-4049426-SUN-I,0.0056,0.006,SUN,Philadelphia,PA,19131,2024
PA-4049427-SUN-I,0.00405,0.0038,SUN,Allegheny,PA,15122,2024
PA-4049428-SUN-I,0.0072,0.00522,SUN,Philadelphia,PA,19144,2024
PA-4049429-SUN-I,0.002,0.0015,SUN,Northumberland,PA,17866,2024
PA-4049430-SUN-I,0.0056,0.006,SUN,Philadelphia,PA,19138,2024
PA-4049431-SUN-I,0.00902,0.00638,SUN,Berks,PA,19609,2024
PA-4049432-SUN-I,0.01106,0.01,SUN,Berks,PA,19518,2024
PA-4049433-SUN-I,0.0132,0.00957,SUN,Carbon,PA,18210,2024
PA-4049434-SUN-I,0.0056,0.006,SUN,Philadelphia,PA,19140,2024
PA-4049435-SUN-I,0.0082,0.006,SUN,Philadelphia,PA,19149,2024
PA-4049436-SUN-I,0.01053,0.009074,SUN,Chester,PA,19355,2024
PA-4049437-SUN-I,0.00574,0.006,SUN,Chester,PA,19460,2024
PA-4049438-SUN-I,0.0204,0.016,SUN,Cumberland,PA,17257,2024
PA-4049439-SUN-I,0.0081,0.006912,SUN,Tioga,PA,16901,2024
PA-4049440-SUN-I,0.0083,0.0076,SUN,Philadelphia,PA,19115,2024
PA-4049441-SUN-I,0.007505,0.006,SUN,Northampton,PA,18013,2024
PA-4049442-SUN-I,0.002835,0.003,SUN,Allegheny,PA,15136,2024
PA-4049443-SUN-I,0.024,0.02,SUN,Perry,PA,17074,2024
PA-4049444-SUN-I,0.014555,0.00984,SUN,Chester,PA,19343,2024
PA-4049445-SUN-I,0.0123,0.0114,SUN,Bucks,PA,18925,2024
PA-4049446-EE-II,0.23589,0.23589,EE,Lancaster,PA,17522,2024
PA-4049447-SUN-I,0.0056,0.006,SUN,Bucks,PA,19020,2024
PA-4049448-SUN-I,0.00492,0.0038,SUN,Fayette,PA,15012,2024
PA-4049449-SUN-I,0.00972,0.00696,SUN,Northampton,PA,18015,2024
PA-4049450-SUN-I,0.02516,0.01972,SUN,York,PA,17019,2024
PA-4049451-SUN-I,0.00415,0.0038,SUN,Philadelphia,PA,19144,2024
PA-4049452-SUN-I,0.0041,0.0038,SUN,Philadelphia,PA,19145,2024
PA-4049453-SUN-I,0.00415,0.0038,SUN,Philadelphia,PA,19132,2024
PA-4049454-SUN-I,0.004,0.0038,SUN,Philadelphia,PA,19151,2024
PA-4049455-SUN-I,0.0082,0.006,SUN,Chester,PA,19382,2024
PA-4049456-SUN-I,0.02378,0.01682,SUN,Lehigh,PA,18103,2024
PA-4049457-SUN-I,0.0056,0.006,SUN,Philadelphia,PA,19120,2024
PA-4049458-SUN-I,0.00836,0.006,SUN,Columbia,PA,17859,2024
PA-4049459-SUN-I,0.01394,0.01,SUN,Bucks,PA,19047,2024
PA-4049460-SUN-I,0.0148,0.0114,SUN,Luzerne,PA,18655,2024
PA-4049461-SUN-I,0.00567,0.0042,SUN,Montgomery,PA,19468,2024
PA-4049462-SUN-I,0.00615,0.00435,SUN,Cumberland,PA,17065,2024
PA-4049463-SUN-I,0.02812,0.02204,SUN,Lancaster,PA,17022,2024
PA-4049464-SUN-I,0.0082,0.0076,SUN,Montgomery,PA,19428,2024
PA-4049465-SUN-I,0.00553,0.005,SUN,Lebanon,PA,17042,2024
PA-4049466-SUN-I,0.0041,0.0038,SUN,Philadelphia,PA,19141,2024
PA-4049467-SUN-I,0.01072,0.0076,SUN,York,PA,17360,2024
PA-4049468-SUN-I,0.0112,0.00812,SUN,Montgomery,PA,19040,2024
PA-4049469-SUN-I,0.00325,0.003,SUN,Franklin,PA,17202,2024
PA-4049470-SUN-I,0.008505,0.0076,SUN,Adams,PA,17325,2024
PA-4049471-SUN-I,0.008295,0.0076,SUN,Adams,PA,17350,2024
PA-4049472-SUN-I,0.01053,0.01,SUN,Allegheny,PA,15101,2024
PA-4049473-SUN-I,0.016605,0.0126,SUN,Lehigh,PA,18109,2024
PA-4049474-SUN-I,0.0081,0.006,SUN,York,PA,17402,2024
PA-4049475-SUN-I,0.008505,0.0076,SUN,York,PA,17402,2024
PA-4049476-SUN-I,0.00325,0.003,SUN,Franklin,PA,17201,2024
PA-4049477-SUN-I,0.01025,0.0076,SUN,York,PA,17019,2024
PA-4049478-SUN-I,0.00729,0.006,SUN,Allegheny,PA,15044,2024
PA-4049479-SUN-I,0.01027,0.01,SUN,York,PA,17362,2024
PA-4049480-SUN-I,0.02106,0.016,SUN,York,PA,17366,2024
PA-4049481-SUN-I,0.009315,0.0076,SUN,Lehigh,PA,18036,2024
PA-4049482-SUN-I,0.006885,0.006,SUN,Northampton,PA,18040,2024
PA-4049483-SUN-I,0.00972,0.0076,SUN,Lehigh,PA,18078,2024
PA-4049484-SUN-I,0.0162,0.012,SUN,Allegheny,PA,15090,2024
PA-4049485-SUN-I,0.0243,0.019,SUN,Perry,PA,17053,2024
PA-4049486-SUN-I,0.011745,0.01,SUN,Cumberland,PA,17015,2024
PA-4049487-SUN-I,0.010935,0.01,SUN,Bucks,PA,18944,2024
PA-4049488-SUN-I,0.0196,0.01421,SUN,York,PA,17070,2024
PA-4049489-SUN-I,0.025515,0.019,SUN,Montour,PA,17821,2024
PA-4049490-SUN-I,0.00325,0.003,SUN,Franklin,PA,17202,2024
PA-4049491-SUN-I,0.00325,0.003,SUN,Franklin,PA,17202,2024
PA-4049492-SUN-I,0.00325,0.003,SUN,Franklin,PA,17201,2024
PA-4049493-SUN-I,0.00325,0.003,SUN,Franklin,PA,17202,2024
PA-4049494-SUN-I,0.00325,0.003,SUN,Franklin,PA,17202,2024
PA-4049495-SUN-I,0.00325,0.003,SUN,Franklin,PA,17201,2024
PA-4049496-SUN-I,0.00325,0.003,SUN,Franklin,PA,17202,2024
PA-4049497-SUN-I,0.01632,0.0152,SUN,Delaware,PA,19014,2024
PA-4049498-SUN-I,0.00325,0.003,SUN,Franklin,PA,17202,2024
PA-4049499-SUN-I,0.02288,0.019968,SUN,Bucks,PA,19053,2024
PA-4049500-SUN-I,0.00325,0.003,SUN,Franklin,PA,17202,2024
PA-4049501-SUN-I,0.00567,0.005,SUN,Lancaster,PA,17543,2024
PA-4049502-SUN-I,0.013365,0.01,SUN,York,PA,17402,2024
PA-4049503-SUN-I,0.008505,0.0076,SUN,Allegheny,PA,15237,2024
PA-4049504-SUN-I,0.01863,0.0144,SUN,Cumberland,PA,17065,2024
PA-4049505-SUN-I,0.00972,0.0076,SUN,Allegheny,PA,15204,2024
PA-4049506-SUN-I,0.010935,0.01,SUN,Allegheny,PA,15236,2024
PA-4049507-SUN-I,0.01458,0.01,SUN,Lehigh,PA,18103,2024
PA-4049508-EE-II,0.143445,0.143445,EE,Lancaster,PA,17522,2024
PA-4049509-SUN-I,0.002835,0.003,SUN,Beaver,PA,15026,2024
PA-4049510-SUN-I,0.006885,0.00493,SUN,Lancaster,PA,17603,2024
PA-4049402-SUN-I,0.01539,0.013262,SUN,Butler,PA,16063,2024
PA-4049403-SUN-I,0.004,0.0038,SUN,Philadelphia,PA,19119,2024
PA-4049404-SUN-I,0.0119,0.00812,SUN,Chester,PA,19460,2024
PA-4049405-SUN-I,0.0056,0.006,SUN,Philadelphia,PA,19146,2024
PA-4049406-SUN-I,0.0078,0.00576,SUN,Dauphin,PA,17036,2024
PA-4049407-SUN-I,0.00405,0.0038,SUN,Philadelphia,PA,19124,2024
PA-4049408-SUN-I,0.0032,0.002792,SUN,Philadelphia,PA,19146,2024
PA-4049409-SUN-I,0.01377,0.00986,SUN,York,PA,17331,2024
PA-4049361-SUN-I,0.018225,0.0136,SUN,Lancaster,PA,17602,2024
PA-4049362-SUN-I,0.00405,0.00349,SUN,Lehigh,PA,18080,2024
PA-4049363-SUN-I,0.009425,0.00696,SUN,Perry,PA,17024,2024
PA-4049364-SUN-I,0.0112,0.00812,SUN,Bucks,PA,18954,2024
PA-4049365-SUN-I,0.0108,0.00783,SUN,Northampton,PA,18045,2024
PA-4049366-SUN-I,0.008,0.0058,SUN,Allegheny,PA,15143,2024
PA-4049367-SUN-I,0.01,0.00725,SUN,Pike,PA,18336,2024
PA-4049368-SUN-I,0.00891,0.00836,SUN,Lehigh,PA,18106,2024
PA-4049369-SUN-I,0.025515,0.019,SUN,Mifflin,PA,17051,2024
PA-4049370-SUN-I,0.00444,0.003,SUN,Philadelphia,PA,19123,2024
PA-4049371-SUN-I,0.00525,0.0036,SUN,Beaver,PA,15001,2024
PA-4049372-SUN-I,0.009585,0.0076,SUN,Bucks,PA,19054,2024
PA-4049373-SUN-I,0.01224,0.01152,SUN,Monroe,PA,18325,2024
PA-4049374-SUN-I,0.0092,0.00667,SUN,Montgomery,PA,19464,2024
PA-4049375-SUN-I,0.00365,0.0029,SUN,Philadelphia,PA,19131,2024
PA-4049376-SUN-I,0.00415,0.0038,SUN,Philadelphia,PA,19124,2024
PA-4049377-SUN-I,0.02482,0.01972,SUN,Bucks,PA,19047,2024
PA-4049378-SUN-I,0.02924,0.01972,SUN,Franklin,PA,17225,2024
PA-4049379-SUN-I,0.01,0.00725,SUN,Chester,PA,19380,2024
PA-4049380-SUN-I,0.00798,0.006,SUN,Berks,PA,19608,2024
PA-4049381-SUN-I,0.00994,0.00672,SUN,Berks,PA,19505,2024
PA-4049382-SUN-I,0.01207,0.00816,SUN,Northampton,PA,18017,2024
PA-4049383-SUN-I,0.006075,0.005,SUN,Schuylkill,PA,17976,2024
PA-4049384-SUN-I,0.014615,0.0114,SUN,Cumberland,PA,17011,2024
PA-4049385-SUN-I,0.016985,0.0114,SUN,Adams,PA,17316,2024
PA-4049386-SUN-I,0.03071,0.02407,SUN,Chester,PA,19362,2024
PA-4049387-SUN-I,0.00672,0.006,SUN,Lancaster,PA,17603,2024
PA-4049388-SUN-I,0.00415,0.0038,SUN,Philadelphia,PA,19128,2024
PA-4049389-SUN-I,0.00615,0.005,SUN,Allegheny,PA,15216,2024
PA-4049390-SUN-I,0.0041,0.0038,SUN,Philadelphia,PA,19143,2024
PA-4049391-SUN-I,0.00888,0.00696,SUN,Carbon,PA,18624,2024
PA-4049392-SUN-I,0.00492,0.0038,SUN,Delaware,PA,19079,2024
PA-4049393-SUN-I,0.0041,0.0038,SUN,Delaware,PA,19082,2024
PA-4049394-SUN-I,0.004,0.0038,SUN,Philadelphia,PA,19138,2024
PA-4049395-SUN-I,0.0041,0.0038,SUN,Philadelphia,PA,19132,2024
PA-4049396-SUN-I,0.004,0.0038,SUN,Philadelphia,PA,19145,2024
PA-4049397-SUN-I,0.0041,0.0038,SUN,Philadelphia,PA,19131,2024
PA-4049398-SUN-I,0.0041,0.0038,SUN,Philadelphia,PA,19140,2024
PA-4049399-SUN-I,0.008,0.006,SUN,Philadelphia,PA,19150,2024
PA-4049400-SUN-I,0.0041,0.0038,SUN,Philadelphia,PA,19140,2024
PA-4049401-SUN-I,0.0104,0.01,SUN,Chester,PA,19382,2024
PA-4032474-SUN-I,0.016,0.01,SUN,Montgomery,PA,19454,2024
PA-4049294-SUN-I,0.008775,0.00648,SUN,Cumberland,PA,17050,2024
PA-4049295-SUN-I,0.017415,0.013,SUN,Dauphin,PA,17109,2024
PA-4049296-SUN-I,0.015975,0.0138,SUN,Northampton,PA,18015,2024
PA-4049297-SUN-I,0.01215,0.01,SUN,Northampton,PA,18064,2024
PA-4049298-SUN-I,0.018225,0.014625,SUN,Schuylkill,PA,17921,2024
PA-4049299-SUN-I,0.078,0.075,SUN,Dauphin,PA,17112,2024
PA-4049300-SUN-I,0.019845,0.0152,SUN,Northumberland,PA,17857,2024
PA-4049301-SUN-I,0.011745,0.01,SUN,Lancaster,PA,17602,2024
PA-4049302-SUN-I,0.01125,0.01152,SUN,Lancaster,PA,17520,2024
PA-4049303-SUN-I,0.004455,0.0038,SUN,Allegheny,PA,15132,2024
PA-4049304-SUN-I,0.0081,0.006,SUN,Berks,PA,19605,2024
PA-4049305-SUN-I,0.013035,0.01,SUN,Monroe,PA,18360,2024
PA-4049306-SUN-I,0.01271,0.01,SUN,York,PA,17404,2024
PA-4049307-SUN-I,0.007695,0.006,SUN,Northampton,PA,18064,2024
PA-4049308-SUN-I,0.010935,0.01,SUN,Beaver,PA,15010,2024
PA-4049309-SUN-I,0.0081,0.006,SUN,Beaver,PA,15010,2024
PA-4049310-SUN-I,0.00629,0.005,SUN,York,PA,17404,2024
PA-4049311-SUN-I,0.0037,0.0038,SUN,Lancaster,PA,17603,2024
PA-4049312-SUN-I,0.0192,0.0145,SUN,Washington,PA,15317,2024
PA-4049313-SUN-I,0.005625,0.0038,SUN,Delaware,PA,19082,2024
PA-4049314-SUN-I,0.006075,0.005,SUN,Allegheny,PA,15216,2024
PA-4049315-SUN-I,0.01027,0.00845,SUN,Lancaster,PA,17512,2024
PA-4049316-SUN-I,0.01443,0.01131,SUN,Montgomery,PA,19002,2024
PA-4049317-SUN-I,0.01273,0.0114,SUN,Berks,PA,19534,2024
PA-4049318-SUN-I,0.021105,0.016,SUN,Mifflin,PA,17044,2024
PA-4049319-SUN-I,0.01134,0.01,SUN,Beaver,PA,15052,2024
PA-4049320-SUN-I,0.01763,0.0136,SUN,Berks,PA,19607,2024
PA-4049321-SUN-I,0.01296,0.0125,SUN,Cumberland,PA,17015,2024
PA-4049323-SUN-I,0.016605,0.013,SUN,Lehigh,PA,18080,2024
PA-4049324-SUN-I,0.004455,0.0038,SUN,Beaver,PA,15010,2024
PA-4049325-SUN-I,0.00648,0.005,SUN,Berks,PA,19606,2024
PA-4049326-SUN-I,0.02349,0.020242,SUN,Lehigh,PA,18103,2024
PA-4049327-SUN-I,0.01066,0.01,SUN,Chester,PA,19465,2024
PA-4049328-SUN-I,0.1501,0.12,SUN,Lackawanna,PA,18512,2024
PA-4049329-SUN-I,0.00492,0.0038,SUN,Philadelphia,PA,19132,2024
PA-4049330-SUN-I,0.00738,0.006,SUN,Beaver,PA,15010,2024
PA-4049331-SUN-I,0.0043,0.0029,SUN,Lancaster,PA,17517,2024
PA-4049332-WND-I,72.6,72.6,WND,Cambria,PA,16630,2024
PA-4049333-SUN-I,0.003645,0.00261,SUN,Delaware,PA,19082,2024
PA-4049334-SUN-I,0.0162,0.0132,SUN,Berks,PA,19606,2024
PA-4049335-SUN-I,0.01215,0.0087,SUN,Chester,PA,19311,2024
PA-4049336-SUN-I,0.021465,0.018497,SUN,Bucks,PA,18966,2024
PA-4049337-SUN-I,0.0082,0.006,SUN,Delaware,PA,19070,2024
PA-4049338-SUN-I,0.0041,0.0038,SUN,Philadelphia,PA,19132,2024
PA-4049339-SUN-I,0.0041,0.0038,SUN,Philadelphia,PA,19149,2024
PA-4049340-SUN-I,0.02025,0.0152,SUN,York,PA,17402,2024
PA-4049341-SUN-I,0.00567,0.005,SUN,Cumberland,PA,17015,2024
PA-4049342-SUN-I,0.0076,0.00722,SUN,Montgomery,PA,19046,2024
PA-4049343-SUN-I,0.02592,0.019,SUN,Lycoming,PA,17740,2024
PA-4049344-SUN-I,0.00405,0.0038,SUN,Allegheny,PA,15202,2024
PA-4049345-SUN-I,0.01458,0.0114,SUN,York,PA,17356,2024
PA-4049346-SUN-I,0.008505,0.006,SUN,Huntingdon,PA,16611,2024
PA-4049347-SUN-I,0.0714,0.05,SUN,Snyder,PA,17812,2024
PA-4049348-SUN-I,0.00656,0.005584,SUN,Montgomery,PA,19438,2024
PA-4049349-SUN-I,0.145985,0.1,SUN,Chester,PA,19344,2024
PA-4049350-SUN-I,0.00615,0.00435,SUN,Schuylkill,PA,17961,2024
PA-4049351-SUN-I,0.022275,0.0174,SUN,Dauphin,PA,17111,2024
PA-4049352-SUN-I,0.008505,0.0076,SUN,Allegheny,PA,15204,2024
PA-4049353-SUN-I,0.00415,0.0038,SUN,Philadelphia,PA,19126,2024
PA-4049354-SUN-I,0.02054,0.0138,SUN,York,PA,17403,2024
PA-4049355-SUN-I,0.0034,0.00232,SUN,Northampton,PA,18042,2024
PA-4049356-SUN-I,0.01296,0.01,SUN,Schuylkill,PA,17972,2024
PA-4049357-SUN-I,0.01134,0.01,SUN,Schuylkill,PA,17963,2024
PA-4049358-SUN-I,0.01377,0.0114,SUN,Lebanon,PA,17003,2024
PA-4049359-SUN-I,0.0162,0.012,SUN,Cumberland,PA,17007,2024
PA-4049360-SUN-I,0.010125,0.0076,SUN,Butler,PA,16066,2024
PA-4049286-SUN-I,0.010125,0.0076,SUN,York,PA,17407,2024
PA-4049287-SUN-I,0.012555,0.00899,SUN,Lancaster,PA,17512,2024
PA-4049288-SUN-I,0.03096,0.02124,SUN,Lancaster,PA,17551,2024
PA-4049289-SUN-I,0.01008,0.00756,SUN,Chester,PA,19425,2024
PA-4049290-SUN-I,0.019035,0.0144,SUN,Lackawanna,PA,18411,2024
PA-4049291-SUN-I,0.02025,0.0152,SUN,Schuylkill,PA,17930,2024
PA-4049292-SUN-I,0.00486,0.0038,SUN,Allegheny,PA,15229,2024
PA-4049293-SUN-I,0.0052,0.005,SUN,Schuylkill,PA,17954,2024
PA-4049285-SUN-I,0.005265,0.005,SUN,Lancaster,PA,17557,2024
PA-4049232-SUN-I,0.0068,0.006,SUN,Lebanon,PA,17067,2024
PA-4049233-SUN-I,0.004345,0.0038,SUN,York,PA,17356,2024
PA-4049234-SUN-I,0.005265,0.0038,SUN,Philadelphia,PA,19128,2024
PA-4049235-SUN-I,0.01106,0.0076,SUN,Lancaster,PA,17582,2024
PA-4049236-SUN-I,0.0082,0.0076,SUN,Delaware,PA,19061,2024
PA-4049237-SUN-I,0.01539,0.01102,SUN,Cumberland,PA,17013,2024
PA-4049238-SUN-I,0.00711,0.0076,SUN,York,PA,17404,2024
PA-4049239-SUN-I,0.008505,0.0076,SUN,Schuylkill,PA,17938,2024
PA-4049240-SUN-I,0.01027,0.01,SUN,Lancaster,PA,17554,2024
PA-4049241-SUN-I,0.012555,0.01,SUN,Northampton,PA,18017,2024
PA-4049242-SUN-I,0.013365,0.01,SUN,Dauphin,PA,17112,2024
PA-4049243-SUN-I,0.00729,0.006,SUN,Allegheny,PA,15237,2024
PA-4049244-SUN-I,0.011745,0.01,SUN,Lehigh,PA,18062,2024
PA-4049245-SUN-I,0.01148,0.01,SUN,York,PA,17362,2024
PA-4049246-SUN-I,0.008505,0.0076,SUN,Allegheny,PA,15101,2024
PA-4049247-SUN-I,0.00891,0.0076,SUN,Lehigh,PA,18062,2024
PA-4049248-SUN-I,0.022275,0.0176,SUN,Adams,PA,17372,2024
PA-4049249-SUN-I,0.010935,0.01,SUN,Lancaster,PA,17545,2024
PA-4049250-SUN-I,0.01458,0.0114,SUN,Lancaster,PA,17566,2024
PA-4049251-SUN-I,0.007695,0.006,SUN,Allegheny,PA,15235,2024
PA-4049252-SUN-I,0.004455,0.0038,SUN,Allegheny,PA,15208,2024
PA-4049253-SUN-I,0.005265,0.005,SUN,Allegheny,PA,15108,2024
PA-4049254-SUN-I,0.0081,0.006,SUN,Lehigh,PA,18049,2024
PA-4049255-SUN-I,0.013365,0.01,SUN,York,PA,17070,2024
PA-4049256-SUN-I,0.01296,0.01,SUN,Northumberland,PA,17847,2024
PA-4049257-SUN-I,0.0088,0.00638,SUN,Dauphin,PA,17048,2024
PA-4049258-SUN-I,0.00972,0.0076,SUN,Berks,PA,19510,2024
PA-4049259-SUN-I,0.004455,0.0038,SUN,York,PA,17402,2024
PA-4049260-SUN-I,0.0072,0.00522,SUN,Lehigh,PA,18103,2024
PA-4049261-SUN-I,0.00972,0.0076,SUN,Dauphin,PA,17112,2024
PA-4049262-SUN-I,0.009315,0.0076,SUN,Schuylkill,PA,17964,2024
PA-4049263-SUN-I,0.004455,0.003,SUN,Philadelphia,PA,19147,2024
PA-4049264-SUN-I,0.01053,0.01,SUN,Northampton,PA,18045,2024
PA-4049265-SUN-I,0.01701,0.013,SUN,York,PA,17349,2024
PA-4049266-SUN-I,0.009315,0.0076,SUN,Beaver,PA,15074,2024
PA-4049267-SUN-I,0.009315,0.0076,SUN,Cumberland,PA,17043,2024
PA-4049268-SUN-I,0.00648,0.005,SUN,Perry,PA,17053,2024
PA-4049269-SUN-I,0.007695,0.006,SUN,Lancaster,PA,17502,2024
PA-4049270-SUN-I,0.006075,0.005,SUN,Berks,PA,19562,2024
PA-4049271-SUN-I,0.01377,0.0114,SUN,Lehigh,PA,18036,2024
PA-4049272-SUN-I,0.008505,0.0076,SUN,Beaver,PA,15010,2024
PA-4049273-SUN-I,0.005265,0.005,SUN,York,PA,17363,2024
PA-4049274-SUN-I,0.0081,0.006,SUN,Fayette,PA,15425,2024
PA-4049275-SUN-I,0.010935,0.01,SUN,Allegheny,PA,15122,2024
PA-4049276-SUN-I,0.017415,0.013,SUN,Union,PA,17856,2024
PA-4049277-SUN-I,0.01539,0.0114,SUN,Northampton,PA,18020,2024
PA-4049278-SUN-I,0.009315,0.006,SUN,Lancaster,PA,17522,2024
PA-4049279-SUN-I,0.0081,0.006,SUN,Dauphin,PA,17110,2024
PA-4049280-SUN-I,0.007695,0.006,SUN,Allegheny,PA,15101,2024
PA-4049281-SUN-I,0.01377,0.0114,SUN,Lancaster,PA,17527,2024
PA-4049282-SUN-I,0.026325,0.01885,SUN,Lehigh,PA,18066,2024
PA-4049283-SUN-I,0.00405,0.003,SUN,Schuylkill,PA,17961,2024
PA-4049284-SUN-I,0.009315,0.0076,SUN,York,PA,17070,2024
PA-394502-SUN-I,0.00828,0.007524,SUN,Washington,PA,15317,2024
PA-4049161-SUN-I,0.007695,0.006,SUN,Lehigh,PA,18049,2024
PA-4049162-SUN-I,0.00486,0.0038,SUN,Northampton,PA,18040,2024
PA-4049163-SUN-I,0.013365,0.01,SUN,Lebanon,PA,17042,2024
PA-4049164-SUN-I,0.01215,0.01,SUN,Northampton,PA,18045,2024
PA-4049165-SUN-I,0.01539,0.0114,SUN,Perry,PA,17020,2024
PA-4049166-SUN-I,0.01458,0.0114,SUN,Lehigh,PA,18034,2024
PA-4049167-SUN-I,0.0081,0.006,SUN,Allegheny,PA,15147,2024
PA-4049168-SUN-I,0.00902,0.0076,SUN,Lancaster,PA,17543,2024
PA-4049169-SUN-I,0.00729,0.006,SUN,Beaver,PA,15066,2024
PA-4049170-SUN-I,0.0081,0.006,SUN,Allegheny,PA,15147,2024
PA-4049171-SUN-I,0.013365,0.01,SUN,Cumberland,PA,17025,2024
PA-4049172-SUN-I,0.01176,0.01,SUN,Clearfield,PA,16830,2024
PA-4049173-SUN-I,0.014985,0.0114,SUN,Allegheny,PA,15243,2024
PA-4049174-SUN-I,0.01458,0.0114,SUN,Beaver,PA,15043,2024
PA-4049175-SUN-I,0.01296,0.01,SUN,Lehigh,PA,18062,2024
PA-4049177-SUN-I,0.0081,0.0058,SUN,Delaware,PA,19036,2024
PA-4049178-SUN-I,0.009315,0.0076,SUN,Beaver,PA,15042,2024
PA-4049179-SUN-I,0.007695,0.006,SUN,Berks,PA,19601,2024
PA-4049180-SUN-I,0.01066,0.01,SUN,Blair,PA,16601,2024
PA-4049181-SUN-I,0.006075,0.006,SUN,Northampton,PA,18042,2024
PA-4049182-SUN-I,0.008505,0.0076,SUN,Allegheny,PA,15207,2024
PA-4049183-SUN-I,0.009315,0.0076,SUN,Northumberland,PA,17847,2024
PA-4049184-SUN-I,0.0082,0.0076,SUN,Philadelphia,PA,19143,2024
PA-4049185-SUN-I,0.01482,0.01102,SUN,Lehigh,PA,18109,2024
PA-4049186-SUN-I,0.00415,0.0038,SUN,Philadelphia,PA,19132,2024
